PC5,ACTIVE,X,Y,LGD2014,LGD2014NAME,WARD2014,WARD2014NAME,DEA2014,DEA2014NAME,AA2008,AA2008NAME,WARD1992,WARD1992NAME,LGD1992,LGD1992NAME,HSCT,HSCTNAME,DZ2021,DZ2021_name,SDZ2021,SDZ2021_name,AA2024,AA2024NAME,SA2011,SOA2001,SOA2001NAME,SOA2001_OLD,SOA2001NAME_OLD,COA2001,SETTLEMENT15,SETTLEMENT15_URBAN_RURAL
BT100EN,1,330867,369661,N09000003,Belfast,N08000339,Musgrave,N10000301,BALMORAL,N06000003,BELFAST SOUTH,95GG34,MUSGRAVE,95GG,BELFAST,BHSCT,Belfast HSCT,N20001210,Balmoral_G4,N21000279,Balmoral_G,N05000003,Belfast South and Mid Down,N00001339,95GG34S1,Musgrave_1,95GG34S1,Musgrave_1,95GG340013,BELFAST CITY,URBAN
BT100EP,1,330962,369655,N09000003,Belfast,N08000339,Musgrave,N10000301,BALMORAL,N06000003,BELFAST SOUTH,95GG34,MUSGRAVE,95GG,BELFAST,BHSCT,Belfast HSCT,N20001210,Balmoral_G4,N21000279,Balmoral_G,N05000003,Belfast South and Mid Down,N00001339,95GG34S1,Musgrave_1,95GG34S1,Musgrave_1,95GG340013,BELFAST CITY,URBAN
BT100EQ,1,330890,369573,N09000003,Belfast,N08000339,Musgrave,N10000301,BALMORAL,N06000003,BELFAST SOUTH,95GG34,MUSGRAVE,95GG,BELFAST,BHSCT,Belfast HSCT,N20001210,Balmoral_G4,N21000279,Balmoral_G,N05000003,Belfast South and Mid Down,N00001339,95GG34S1,Musgrave_1,95GG34S1,Musgrave_1,95GG340013,BELFAST CITY,URBAN
BT100ER,1,330639,369658,N09000003,Belfast,N08000339,Musgrave,N10000301,BALMORAL,N06000003,BELFAST SOUTH,95GG34,MUSGRAVE,95GG,BELFAST,BHSCT,Belfast HSCT,N20001205,Balmoral_G2,N21000279,Balmoral_G,N05000003,Belfast South and Mid Down,N00001340,95GG34S1,Musgrave_1,95GG34S1,Musgrave_1,95GG340012,BELFAST CITY,URBAN
BT100ES,1,330867,369496,N09000003,Belfast,N08000339,Musgrave,N10000301,BALMORAL,N06000003,BELFAST SOUTH,95GG34,MUSGRAVE,95GG,BELFAST,BHSCT,Belfast HSCT,N20001210,Balmoral_G4,N21000279,Balmoral_G,N05000003,Belfast South and Mid Down,N00001339,95GG34S1,Musgrave_1,95GG34S1,Musgrave_1,95GG340013,BELFAST CITY,URBAN
BT100ET,1,330842,369322,N09000003,Belfast,N08000356,Upper Malone,N10000301,BALMORAL,N06000003,BELFAST SOUTH,95GG45,UPPER MALONE,95GG,BELFAST,BHSCT,Belfast HSCT,N20001219,Balmoral_J5,N21000281,Balmoral_J,N05000003,Belfast South and Mid Down,N00001529,95GG45S3,Upper Malone_3,95GG45S3,Upper Malone_3,95GG450009,BELFAST CITY,URBAN
BT100EU,1,330978,369350,N09000003,Belfast,N08000356,Upper Malone,N10000301,BALMORAL,N06000003,BELFAST SOUTH,95GG45,UPPER MALONE,95GG,BELFAST,BHSCT,Belfast HSCT,N20001219,Balmoral_J5,N21000281,Balmoral_J,N05000003,Belfast South and Mid Down,N00001529,95GG45S3,Upper Malone_3,95GG45S3,Upper Malone_3,95GG450009,BELFAST CITY,URBAN
BT100EW,1,331082,369501,N09000003,Belfast,N08000356,Upper Malone,N10000301,BALMORAL,N06000003,BELFAST SOUTH,95GG45,UPPER MALONE,95GG,BELFAST,BHSCT,Belfast HSCT,N20001211,Balmoral_J2,N21000281,Balmoral_J,N05000003,Belfast South and Mid Down,N00001526,95GG45S3,Upper Malone_3,95GG45S3,Upper Malone_3,95GG450006,BELFAST CITY,URBAN
BT100EX,1,331133,369448,N09000003,Belfast,N08000356,Upper Malone,N10000301,BALMORAL,N06000003,BELFAST SOUTH,95GG45,UPPER MALONE,95GG,BELFAST,BHSCT,Belfast HSCT,N20001211,Balmoral_J2,N21000281,Balmoral_J,N05000003,Belfast South and Mid Down,N00001526,95GG45S3,Upper Malone_3,95GG45S3,Upper Malone_3,95GG450006,BELFAST CITY,URBAN
BT100EY,1,330969,369359,N09000003,Belfast,N08000356,Upper Malone,N10000301,BALMORAL,N06000003,BELFAST SOUTH,95GG45,UPPER MALONE,95GG,BELFAST,BHSCT,Belfast HSCT,N20001219,Balmoral_J5,N21000281,Balmoral_J,N05000003,Belfast South and Mid Down,N00001525,95GG45S3,Upper Malone_3,95GG45S3,Upper Malone_3,95GG450005,BELFAST CITY,URBAN
BT100EZ,1,331012,369450,N09000003,Belfast,N08000356,Upper Malone,N10000301,BALMORAL,N06000003,BELFAST SOUTH,95GG45,UPPER MALONE,95GG,BELFAST,BHSCT,Belfast HSCT,N20001213,Balmoral_G5,N21000279,Balmoral_G,N05000003,Belfast South and Mid Down,N00001526,95GG45S3,Upper Malone_3,95GG45S3,Upper Malone_3,95GG450006,BELFAST CITY,URBAN
BT100FA,1,330964,370501,N09000003,Belfast,N08000339,Musgrave,N10000301,BALMORAL,N06000003,BELFAST SOUTH,95GG34,MUSGRAVE,95GG,BELFAST,BHSCT,Belfast HSCT,N20001184,Balmoral_B1,N21000274,Balmoral_B,N05000003,Belfast South and Mid Down,N00001346,95GG34S3,Musgrave_3,95GG34S3,Musgrave_3,95GG340001,BELFAST CITY,URBAN
BT100FB,1,331222,369418,N09000003,Belfast,N08000356,Upper Malone,N10000301,BALMORAL,N06000003,BELFAST SOUTH,95GG45,UPPER MALONE,95GG,BELFAST,BHSCT,Belfast HSCT,N20001211,Balmoral_J2,N21000281,Balmoral_J,N05000003,Belfast South and Mid Down,N00001522,95GG45S2,Upper Malone_2,95GG45S2,Upper Malone_2,95GG450010,BELFAST CITY,URBAN
BT100FD,1,331091,369360,N09000003,Belfast,N08000356,Upper Malone,N10000301,BALMORAL,N06000003,BELFAST SOUTH,95GG45,UPPER MALONE,95GG,BELFAST,BHSCT,Belfast HSCT,N20001216,Balmoral_J4,N21000281,Balmoral_J,N05000003,Belfast South and Mid Down,N00001526,95GG45S3,Upper Malone_3,95GG45S3,Upper Malone_3,95GG450006,BELFAST CITY,URBAN
BT100FE,1,331084,369622,N09000003,Belfast,N08000356,Upper Malone,N10000301,BALMORAL,N06000003,BELFAST SOUTH,95GG45,UPPER MALONE,95GG,BELFAST,BHSCT,Belfast HSCT,N20001211,Balmoral_J2,N21000281,Balmoral_J,N05000003,Belfast South and Mid Down,N00001522,95GG45S2,Upper Malone_2,95GG45S2,Upper Malone_2,95GG450010,BELFAST CITY,URBAN
BT100FF,1,330463,370307,N09000003,Belfast,N08000339,Musgrave,N10000301,BALMORAL,N06000003,BELFAST SOUTH,95GG34,MUSGRAVE,95GG,BELFAST,BHSCT,Belfast HSCT,N20001192,Balmoral_D2,N21000276,Balmoral_D,N05000003,Belfast South and Mid Down,N00001347,95GG34S3,Musgrave_3,95GG34S3,Musgrave_3,95GG340003,BELFAST CITY,URBAN
BT100FG,0,999999,999999,000000000,NA,000000000,NA,000000000,NA,000000000,NA,000000,NA,0000,NA,N/A,N/A,000000000,NA,000000000,NA,000000000,NA,000000000,00000000,NA,00000000,NA,0000000000,0000000000000000000000000000000,00000
BT100FH,0,330470,369780,N09000003,Belfast,N08000326,Finaghy,N10000301,BALMORAL,N06000003,BELFAST SOUTH,95GG23,FINAGHY,95GG,BELFAST,BHSCT,Belfast HSCT,N20001205,Balmoral_G2,N21000279,Balmoral_G,N05000003,Belfast South and Mid Down,N00001183,95GG23S3,Finaghy_3,95GG23S3,Finaghy_3,95GG230001,BELFAST CITY,URBAN
BT100FJ,0,999999,999999,000000000,NA,000000000,NA,000000000,NA,000000000,NA,000000,NA,0000,NA,N/A,N/A,000000000,NA,000000000,NA,000000000,NA,000000000,00000000,NA,00000000,NA,0000000000,0000000000000000000000000000000,00000
BT100FL,1,331063,370447,N09000003,Belfast,N08000339,Musgrave,N10000301,BALMORAL,N06000003,BELFAST SOUTH,95GG34,MUSGRAVE,95GG,BELFAST,BHSCT,Belfast HSCT,N20001184,Balmoral_B1,N21000274,Balmoral_B,N05000003,Belfast South and Mid Down,N00001346,95GG34S3,Musgrave_3,95GG34S3,Musgrave_3,95GG340001,BELFAST CITY,URBAN
BT100FN,1,330583,369243,N09000003,Belfast,N08000326,Finaghy,N10000301,BALMORAL,N06000003,BELFAST SOUTH,95GG23,FINAGHY,95GG,BELFAST,BHSCT,Belfast HSCT,N20001220,Balmoral_N2,N21000284,Balmoral_N,N05000003,Belfast South and Mid Down,N00001185,95GG23S3,Finaghy_3,95GG23S3,Finaghy_3,95GG230009,BELFAST CITY,URBAN
BT100FP,1,330406,369119,N09000003,Belfast,N08000326,Finaghy,N10000301,BALMORAL,N06000003,BELFAST SOUTH,95GG23,FINAGHY,95GG,BELFAST,BHSCT,Belfast HSCT,N20001215,Balmoral_N1,N21000284,Balmoral_N,N05000003,Belfast South and Mid Down,N00001176,95GG23S1,Finaghy_1,95GG23S1,Finaghy_1,95GG230013,BELFAST CITY,URBAN
BT100FQ,1,330580,369206,N09000003,Belfast,N08000326,Finaghy,N10000301,BALMORAL,N06000003,BELFAST SOUTH,95GG23,FINAGHY,95GG,BELFAST,BHSCT,Belfast HSCT,N20001220,Balmoral_N2,N21000284,Balmoral_N,N05000003,Belfast South and Mid Down,N00001185,95GG23S3,Finaghy_3,95GG23S3,Finaghy_3,95GG230009,BELFAST CITY,URBAN
BT100FR,1,330576,369330,N09000003,Belfast,N08000326,Finaghy,N10000301,BALMORAL,N06000003,BELFAST SOUTH,95GG23,FINAGHY,95GG,BELFAST,BHSCT,Belfast HSCT,N20001215,Balmoral_N1,N21000284,Balmoral_N,N05000003,Belfast South and Mid Down,N00001173,95GG23S1,Finaghy_1,95GG23S1,Finaghy_1,95GG230008,BELFAST CITY,URBAN
BT100FS,1,330523,369269,N09000003,Belfast,N08000326,Finaghy,N10000301,BALMORAL,N06000003,BELFAST SOUTH,95GG23,FINAGHY,95GG,BELFAST,BHSCT,Belfast HSCT,N20001215,Balmoral_N1,N21000284,Balmoral_N,N05000003,Belfast South and Mid Down,N00001173,95GG23S1,Finaghy_1,95GG23S1,Finaghy_1,95GG230008,BELFAST CITY,URBAN
BT100FT,1,330456,369244,N09000003,Belfast,N08000326,Finaghy,N10000301,BALMORAL,N06000003,BELFAST SOUTH,95GG23,FINAGHY,95GG,BELFAST,BHSCT,Belfast HSCT,N20001215,Balmoral_N1,N21000284,Balmoral_N,N05000003,Belfast South and Mid Down,N00001173,95GG23S1,Finaghy_1,95GG23S1,Finaghy_1,95GG230008,BELFAST CITY,URBAN
BT100FU,1,330073,370015,N09000003,Belfast,N08000326,Finaghy,N10000301,BALMORAL,N06000003,BELFAST SOUTH,95GG23,FINAGHY,95GG,BELFAST,BHSCT,Belfast HSCT,N20001197,Balmoral_D4,N21000276,Balmoral_D,N05000003,Belfast South and Mid Down,N00001178,95GG23S2,Finaghy_2,95GG23S2,Finaghy_2,95GG230002,BELFAST CITY,URBAN
BT100FW,1,330416,369174,N09000003,Belfast,N08000326,Finaghy,N10000301,BALMORAL,N06000003,BELFAST SOUTH,95GG23,FINAGHY,95GG,BELFAST,BHSCT,Belfast HSCT,N20001215,Balmoral_N1,N21000284,Balmoral_N,N05000003,Belfast South and Mid Down,N00001176,95GG23S1,Finaghy_1,95GG23S1,Finaghy_1,95GG230013,BELFAST CITY,URBAN
BT100FX,1,330372,369211,N09000003,Belfast,N08000326,Finaghy,N10000301,BALMORAL,N06000003,BELFAST SOUTH,95GG23,FINAGHY,95GG,BELFAST,BHSCT,Belfast HSCT,N20001215,Balmoral_N1,N21000284,Balmoral_N,N05000003,Belfast South and Mid Down,N00001184,95GG23S3,Finaghy_3,95GG23S3,Finaghy_3,95GG230007,BELFAST CITY,URBAN
BT100FY,1,330476,369360,N09000003,Belfast,N08000326,Finaghy,N10000301,BALMORAL,N06000003,BELFAST SOUTH,95GG23,FINAGHY,95GG,BELFAST,BHSCT,Belfast HSCT,N20001215,Balmoral_N1,N21000284,Balmoral_N,N05000003,Belfast South and Mid Down,N00001173,95GG23S1,Finaghy_1,95GG23S1,Finaghy_1,95GG230008,BELFAST CITY,URBAN
BT100FZ,1,330448,369371,N09000003,Belfast,N08000326,Finaghy,N10000301,BALMORAL,N06000003,BELFAST SOUTH,95GG23,FINAGHY,95GG,BELFAST,BHSCT,Belfast HSCT,N20001215,Balmoral_N1,N21000284,Balmoral_N,N05000003,Belfast South and Mid Down,N00001184,95GG23S3,Finaghy_3,95GG23S3,Finaghy_3,95GG230007,BELFAST CITY,URBAN
BT100GA,1,330556,369496,N09000003,Belfast,N08000326,Finaghy,N10000301,BALMORAL,N06000003,BELFAST SOUTH,95GG23,FINAGHY,95GG,BELFAST,BHSCT,Belfast HSCT,N20001215,Balmoral_N1,N21000284,Balmoral_N,N05000003,Belfast South and Mid Down,N00001184,95GG23S3,Finaghy_3,95GG23S3,Finaghy_3,95GG230007,BELFAST CITY,URBAN
BT100GB,1,330568,369472,N09000003,Belfast,N08000326,Finaghy,N10000301,BALMORAL,N06000003,BELFAST SOUTH,95GG23,FINAGHY,95GG,BELFAST,BHSCT,Belfast HSCT,N20001215,Balmoral_N1,N21000284,Balmoral_N,N05000003,Belfast South and Mid Down,N00001185,95GG23S3,Finaghy_3,95GG23S3,Finaghy_3,95GG230009,BELFAST CITY,URBAN
BT100GD,1,330564,369391,N09000003,Belfast,N08000326,Finaghy,N10000301,BALMORAL,N06000003,BELFAST SOUTH,95GG23,FINAGHY,95GG,BELFAST,BHSCT,Belfast HSCT,N20001215,Balmoral_N1,N21000284,Balmoral_N,N05000003,Belfast South and Mid Down,N00001185,95GG23S3,Finaghy_3,95GG23S3,Finaghy_3,95GG230009,BELFAST CITY,URBAN
BT100GE,1,330638,369236,N09000003,Belfast,N08000326,Finaghy,N10000301,BALMORAL,N06000003,BELFAST SOUTH,95GG23,FINAGHY,95GG,BELFAST,BHSCT,Belfast HSCT,N20001220,Balmoral_N2,N21000284,Balmoral_N,N05000003,Belfast South and Mid Down,N00001185,95GG23S3,Finaghy_3,95GG23S3,Finaghy_3,95GG230009,BELFAST CITY,URBAN
BT100GF,1,330533,369010,N09000003,Belfast,N08000326,Finaghy,N10000301,BALMORAL,N06000003,BELFAST SOUTH,95GG23,FINAGHY,95GG,BELFAST,BHSCT,Belfast HSCT,N20001220,Balmoral_N2,N21000284,Balmoral_N,N05000003,Belfast South and Mid Down,N00001177,95GG23S1,Finaghy_1,95GG23S1,Finaghy_1,95GG230015,BELFAST CITY,URBAN
BT100GG,1,330579,369019,N09000003,Belfast,N08000326,Finaghy,N10000301,BALMORAL,N06000003,BELFAST SOUTH,95GG23,FINAGHY,95GG,BELFAST,BHSCT,Belfast HSCT,N20001220,Balmoral_N2,N21000284,Balmoral_N,N05000003,Belfast South and Mid Down,N00001186,95GG23S3,Finaghy_3,95GG23S3,Finaghy_3,95GG230011,BELFAST CITY,URBAN
BT100GH,1,330464,369034,N09000003,Belfast,N08000326,Finaghy,N10000301,BALMORAL,N06000003,BELFAST SOUTH,95GG23,FINAGHY,95GG,BELFAST,BHSCT,Belfast HSCT,N20001220,Balmoral_N2,N21000284,Balmoral_N,N05000003,Belfast South and Mid Down,N00001177,95GG23S1,Finaghy_1,95GG23S1,Finaghy_1,95GG230015,BELFAST CITY,URBAN
BT100GJ,1,330448,368998,N09000003,Belfast,N08000326,Finaghy,N10000301,BALMORAL,N06000003,BELFAST SOUTH,95GG23,FINAGHY,95GG,BELFAST,BHSCT,Belfast HSCT,N20001220,Balmoral_N2,N21000284,Balmoral_N,N05000003,Belfast South and Mid Down,N00001176,95GG23S1,Finaghy_1,95GG23S1,Finaghy_1,95GG230013,BELFAST CITY,URBAN
BT100GL,1,330650,369161,N09000003,Belfast,N08000326,Finaghy,N10000301,BALMORAL,N06000003,BELFAST SOUTH,95GG23,FINAGHY,95GG,BELFAST,BHSCT,Belfast HSCT,N20001220,Balmoral_N2,N21000284,Balmoral_N,N05000003,Belfast South and Mid Down,N00001186,95GG23S3,Finaghy_3,95GG23S3,Finaghy_3,95GG230011,BELFAST CITY,URBAN
BT100GN,1,330569,369091,N09000003,Belfast,N08000326,Finaghy,N10000301,BALMORAL,N06000003,BELFAST SOUTH,95GG23,FINAGHY,95GG,BELFAST,BHSCT,Belfast HSCT,N20001220,Balmoral_N2,N21000284,Balmoral_N,N05000003,Belfast South and Mid Down,N00001177,95GG23S1,Finaghy_1,95GG23S1,Finaghy_1,95GG230015,BELFAST CITY,URBAN
BT100GP,1,330730,369203,N09000003,Belfast,N08000326,Finaghy,N10000301,BALMORAL,N06000003,BELFAST SOUTH,95GG23,FINAGHY,95GG,BELFAST,BHSCT,Belfast HSCT,N20001221,Balmoral_N3,N21000284,Balmoral_N,N05000003,Belfast South and Mid Down,N00001186,95GG23S3,Finaghy_3,95GG23S3,Finaghy_3,95GG230011,BELFAST CITY,URBAN
BT100GR,1,329342,369904,N09000003,Belfast,N08000323,Dunmurry,N10000305,COLLIN,N06000004,BELFAST WEST,95SS10,DUNMURRY,95SS,LISBURN,SEHSCT,South Eastern HSCT,N20001258,Collin_H1,N21000293,Collin_H,N05000004,Belfast West,N00003346,95SS10S2,Dunmurry_2,95SS10S2,Dunmurry_2,95SS100007,METROPOLITAN LISBURN,URBAN
BT100GS,1,329338,369972,N09000003,Belfast,N08000323,Dunmurry,N10000305,COLLIN,N06000004,BELFAST WEST,95SS10,DUNMURRY,95SS,LISBURN,SEHSCT,South Eastern HSCT,N20001258,Collin_H1,N21000293,Collin_H,N05000004,Belfast West,N00003345,95SS10S2,Dunmurry_2,95SS10S2,Dunmurry_2,95SS100006,METROPOLITAN LISBURN,URBAN
BT100GW,1,331143,370584,N09000003,Belfast,N08000339,Musgrave,N10000301,BALMORAL,N06000003,BELFAST SOUTH,95GG34,MUSGRAVE,95GG,BELFAST,BHSCT,Belfast HSCT,N20001184,Balmoral_B1,N21000274,Balmoral_B,N05000003,Belfast South and Mid Down,N00001346,95GG34S3,Musgrave_3,95GG34S3,Musgrave_3,95GG340001,BELFAST CITY,URBAN
BT100GX,1,331029,370511,N09000003,Belfast,N08000339,Musgrave,N10000301,BALMORAL,N06000003,BELFAST SOUTH,95GG34,MUSGRAVE,95GG,BELFAST,BHSCT,Belfast HSCT,N20001184,Balmoral_B1,N21000274,Balmoral_B,N05000003,Belfast South and Mid Down,N00001346,95GG34S3,Musgrave_3,95GG34S3,Musgrave_3,95GG340001,BELFAST CITY,URBAN
BT100GY,1,330820,370346,N09000003,Belfast,N08000339,Musgrave,N10000301,BALMORAL,N06000003,BELFAST SOUTH,95GG34,MUSGRAVE,95GG,BELFAST,BHSCT,Belfast HSCT,N20001184,Balmoral_B1,N21000274,Balmoral_B,N05000003,Belfast South and Mid Down,N00001347,95GG34S3,Musgrave_3,95GG34S3,Musgrave_3,95GG340003,BELFAST CITY,URBAN
BT100GZ,1,330871,370415,N09000003,Belfast,N08000339,Musgrave,N10000301,BALMORAL,N06000003,BELFAST SOUTH,95GG34,MUSGRAVE,95GG,BELFAST,BHSCT,Belfast HSCT,N20001184,Balmoral_B1,N21000274,Balmoral_B,N05000003,Belfast South and Mid Down,N00001347,95GG34S3,Musgrave_3,95GG34S3,Musgrave_3,95GG340003,BELFAST CITY,URBAN
BT100HA,1,330824,369135,N09000003,Belfast,N08000326,Finaghy,N10000301,BALMORAL,N06000003,BELFAST SOUTH,95GG23,FINAGHY,95GG,BELFAST,BHSCT,Belfast HSCT,N20001221,Balmoral_N3,N21000284,Balmoral_N,N05000003,Belfast South and Mid Down,N00001183,95GG23S3,Finaghy_3,95GG23S3,Finaghy_3,95GG230001,BELFAST CITY,URBAN
BT100HB,1,330802,370392,N09000003,Belfast,N08000339,Musgrave,N10000301,BALMORAL,N06000003,BELFAST SOUTH,95GG34,MUSGRAVE,95GG,BELFAST,BHSCT,Belfast HSCT,N20001184,Balmoral_B1,N21000274,Balmoral_B,N05000003,Belfast South and Mid Down,N00001347,95GG34S3,Musgrave_3,95GG34S3,Musgrave_3,95GG340003,BELFAST CITY,URBAN
BT100HD,1,330658,370372,N09000003,Belfast,N08000339,Musgrave,N10000301,BALMORAL,N06000003,BELFAST SOUTH,95GG34,MUSGRAVE,95GG,BELFAST,BHSCT,Belfast HSCT,N20001192,Balmoral_D2,N21000276,Balmoral_D,N05000003,Belfast South and Mid Down,N00001347,95GG34S3,Musgrave_3,95GG34S3,Musgrave_3,95GG340003,BELFAST CITY,URBAN
BT100HE,1,330439,370206,N09000003,Belfast,N08000339,Musgrave,N10000301,BALMORAL,N06000003,BELFAST SOUTH,95GG34,MUSGRAVE,95GG,BELFAST,BHSCT,Belfast HSCT,N20001195,Balmoral_D3,N21000276,Balmoral_D,N05000003,Belfast South and Mid Down,N00001342,95GG34S2,Musgrave_2,95GG34S2,Musgrave_2,95GG340004,BELFAST CITY,URBAN
BT100HF,1,330670,370289,N09000003,Belfast,N08000339,Musgrave,N10000301,BALMORAL,N06000003,BELFAST SOUTH,95GG34,MUSGRAVE,95GG,BELFAST,BHSCT,Belfast HSCT,N20001195,Balmoral_D3,N21000276,Balmoral_D,N05000003,Belfast South and Mid Down,N00001348,95GG34S3,Musgrave_3,95GG34S3,Musgrave_3,95GG340008,BELFAST CITY,URBAN
BT100HG,1,330350,370231,N09000003,Belfast,N08000339,Musgrave,N10000301,BALMORAL,N06000003,BELFAST SOUTH,95GG34,MUSGRAVE,95GG,BELFAST,BHSCT,Belfast HSCT,N20001192,Balmoral_D2,N21000276,Balmoral_D,N05000003,Belfast South and Mid Down,N00001342,95GG34S2,Musgrave_2,95GG34S2,Musgrave_2,95GG340004,BELFAST CITY,URBAN
BT100HH,1,330632,370273,N09000003,Belfast,N08000339,Musgrave,N10000301,BALMORAL,N06000003,BELFAST SOUTH,95GG34,MUSGRAVE,95GG,BELFAST,BHSCT,Belfast HSCT,N20001195,Balmoral_D3,N21000276,Balmoral_D,N05000003,Belfast South and Mid Down,N00001348,95GG34S3,Musgrave_3,95GG34S3,Musgrave_3,95GG340008,BELFAST CITY,URBAN
BT100HJ,1,330415,370121,N09000003,Belfast,N08000339,Musgrave,N10000301,BALMORAL,N06000003,BELFAST SOUTH,95GG34,MUSGRAVE,95GG,BELFAST,BHSCT,Belfast HSCT,N20001195,Balmoral_D3,N21000276,Balmoral_D,N05000003,Belfast South and Mid Down,N00001342,95GG34S2,Musgrave_2,95GG34S2,Musgrave_2,95GG340004,BELFAST CITY,URBAN
BT100HL,1,330537,370217,N09000003,Belfast,N08000339,Musgrave,N10000301,BALMORAL,N06000003,BELFAST SOUTH,95GG34,MUSGRAVE,95GG,BELFAST,BHSCT,Belfast HSCT,N20001195,Balmoral_D3,N21000276,Balmoral_D,N05000003,Belfast South and Mid Down,N00001348,95GG34S3,Musgrave_3,95GG34S3,Musgrave_3,95GG340008,BELFAST CITY,URBAN
BT100HN,1,330473,370125,N09000003,Belfast,N08000339,Musgrave,N10000301,BALMORAL,N06000003,BELFAST SOUTH,95GG34,MUSGRAVE,95GG,BELFAST,BHSCT,Belfast HSCT,N20001195,Balmoral_D3,N21000276,Balmoral_D,N05000003,Belfast South and Mid Down,N00001348,95GG34S3,Musgrave_3,95GG34S3,Musgrave_3,95GG340008,BELFAST CITY,URBAN
BT100HP,1,330088,369980,N09000003,Belfast,N08000326,Finaghy,N10000301,BALMORAL,N06000003,BELFAST SOUTH,95GG23,FINAGHY,95GG,BELFAST,BHSCT,Belfast HSCT,N20001197,Balmoral_D4,N21000276,Balmoral_D,N05000003,Belfast South and Mid Down,N00001178,95GG23S2,Finaghy_2,95GG23S2,Finaghy_2,95GG230002,BELFAST CITY,URBAN
BT100HQ,1,330188,370126,N09000003,Belfast,N08000326,Finaghy,N10000301,BALMORAL,N06000003,BELFAST SOUTH,95GG23,FINAGHY,95GG,BELFAST,BHSCT,Belfast HSCT,N20001197,Balmoral_D4,N21000276,Balmoral_D,N05000003,Belfast South and Mid Down,N00001178,95GG23S2,Finaghy_2,95GG23S2,Finaghy_2,95GG230002,BELFAST CITY,URBAN
BT100HR,1,330224,369986,N09000003,Belfast,N08000326,Finaghy,N10000301,BALMORAL,N06000003,BELFAST SOUTH,95GG23,FINAGHY,95GG,BELFAST,BHSCT,Belfast HSCT,N20001202,Balmoral_H1,N21000280,Balmoral_H,N05000003,Belfast South and Mid Down,N00001178,95GG23S2,Finaghy_2,95GG23S2,Finaghy_2,95GG230002,BELFAST CITY,URBAN
BT100HS,1,330809,369037,N09000003,Belfast,N08000326,Finaghy,N10000301,BALMORAL,N06000003,BELFAST SOUTH,95GG23,FINAGHY,95GG,BELFAST,BHSCT,Belfast HSCT,N20001221,Balmoral_N3,N21000284,Balmoral_N,N05000003,Belfast South and Mid Down,N00001183,95GG23S3,Finaghy_3,95GG23S3,Finaghy_3,95GG230001,BELFAST CITY,URBAN
BT100HT,1,330691,369059,N09000003,Belfast,N08000326,Finaghy,N10000301,BALMORAL,N06000003,BELFAST SOUTH,95GG23,FINAGHY,95GG,BELFAST,BHSCT,Belfast HSCT,N20001220,Balmoral_N2,N21000284,Balmoral_N,N05000003,Belfast South and Mid Down,N00001186,95GG23S3,Finaghy_3,95GG23S3,Finaghy_3,95GG230011,BELFAST CITY,URBAN
BT100HU,1,330599,368828,N09000003,Belfast,N08000326,Finaghy,N10000301,BALMORAL,N06000003,BELFAST SOUTH,95GG23,FINAGHY,95GG,BELFAST,BHSCT,Belfast HSCT,N20001230,Balmoral_L3,N21000283,Balmoral_L,N05000003,Belfast South and Mid Down,N00001175,95GG23S1,Finaghy_1,95GG23S1,Finaghy_1,95GG230012,BELFAST CITY,URBAN
BT100HW,1,330495,370299,N09000003,Belfast,N08000339,Musgrave,N10000301,BALMORAL,N06000003,BELFAST SOUTH,95GG34,MUSGRAVE,95GG,BELFAST,BHSCT,Belfast HSCT,N20001192,Balmoral_D2,N21000276,Balmoral_D,N05000003,Belfast South and Mid Down,N00001347,95GG34S3,Musgrave_3,95GG34S3,Musgrave_3,95GG340003,BELFAST CITY,URBAN
BT100HX,1,330503,368802,N09000003,Belfast,N08000326,Finaghy,N10000301,BALMORAL,N06000003,BELFAST SOUTH,95GG23,FINAGHY,95GG,BELFAST,BHSCT,Belfast HSCT,N20001230,Balmoral_L3,N21000283,Balmoral_L,N05000003,Belfast South and Mid Down,N00001174,95GG23S1,Finaghy_1,95GG23S1,Finaghy_1,95GG230010,BELFAST CITY,URBAN
BT100HY,1,330933,368769,N09000003,Belfast,N08000326,Finaghy,N10000301,BALMORAL,N06000003,BELFAST SOUTH,95GG23,FINAGHY,95GG,BELFAST,BHSCT,Belfast HSCT,N20001230,Balmoral_L3,N21000283,Balmoral_L,N05000003,Belfast South and Mid Down,N00001187,95GG23S3,Finaghy_3,95GG23S3,Finaghy_3,95GG230014,BELFAST CITY,URBAN
BT100JA,1,330358,370046,N09000003,Belfast,N08000339,Musgrave,N10000301,BALMORAL,N06000003,BELFAST SOUTH,95GG34,MUSGRAVE,95GG,BELFAST,BHSCT,Belfast HSCT,N20001195,Balmoral_D3,N21000276,Balmoral_D,N05000003,Belfast South and Mid Down,N00001342,95GG34S2,Musgrave_2,95GG34S2,Musgrave_2,95GG340004,BELFAST CITY,URBAN
BT100JB,1,330467,370642,N09000003,Belfast,N08000339,Musgrave,N10000301,BALMORAL,N06000003,BELFAST SOUTH,95GG34,MUSGRAVE,95GG,BELFAST,BHSCT,Belfast HSCT,N20001184,Balmoral_B1,N21000274,Balmoral_B,N05000003,Belfast South and Mid Down,N00001347,95GG34S3,Musgrave_3,95GG34S3,Musgrave_3,95GG340003,BELFAST CITY,URBAN
